Item Name	Base price	Crafting price	Price adjustment	Source	Attunement?	HoTC Rarity	Shoppable	Craftable	Ban reason	Available in shop	Total Weight	Manual Weight	Base	Priced Weight	
Robe Of Stars	"78,000"	39000		DMG	Yes	Platinum	No	Yes		FALSE	49	0	5	44	
Rod of Alertness	"70,000"	35000		DMG	Yes	Platinum	No	Yes		FALSE	65	0	5	60	
Ruby Weave Gem	"70,000"	35000		FTD	Yes	Platinum	No	Yes		FALSE	65	0	5	60	
Sapphire Buckler	"57,000"	28500		FTD	Yes	Platinum	No	No		FALSE	91	0	5	86	
Scarab of Protection	"65,000"	32500		DMG	Yes	Platinum	No	Yes		FALSE	75	0	5	70	
Scimitar Of Speed	"78,000"	39000		DMG	Yes	Platinum	Yes	Yes		FALSE	49	0	5	44	
Shield of the Uven Rune	"87,000"	43500		WDMM	Yes	Platinum	Yes	Yes		FALSE	31	0	5	26	
"Shield, +3"	"55,000"	27500		DMG	No	Platinum	Yes	Yes		FALSE	95	0	5	90	
Silver Sword	"55,000"	27500		MTF	Yes	Platinum	No	No		FALSE	95	0	5	90	
Spell Bottle	"95,000"	47500		EGW	Yes	Platinum	No	Yes		FALSE	15	0	5	10	
Spell Scroll (Level 7)	"2,560"	-		DMG	No	Platinum	No	Yes		FALSE	105	0	5	100	
Spell Scroll (Level 8)	"5,120"	-		DMG	No	Platinum	No	Yes		FALSE	105	0	5	100	
Spellguard Shield	"65,000"	32500		DMG	Yes	Platinum	Yes	Yes		FALSE	75	0	5	70	
Staff of Fate	"65,000"	32500		CM	Yes	Platinum	No	Yes		FALSE	75	0	5	70	
Staff of Fire	"60,000"	30000		DMG	Yes	Platinum	No	Yes		FALSE	85	0	5	80	
Staff of Frost	"65,000"	32500		DMG	Yes	Platinum	No	Yes		FALSE	75	0	5	70	
Staff Of Striking	"80,000"	40000		DMG	Yes	Platinum	No	Yes		FALSE	45	0	5	40	
Staff Of The Woodlands	"65,000"	32500		DMG	Yes	Platinum	Yes	Yes		FALSE	75	0	5	70	
Staff of Thunder and Lightning	"65,000"	32500		DMG	Yes	Platinum	Yes	Yes		FALSE	75	0	5	70	
Stormgirdle	"85,000"	42500		EGW	Yes	Platinum	No	No		FALSE	35	0	5	30	
Voyager Staff	"85,000"	42500		GGR	Yes	Platinum	No	Yes	Teleport for 7 charges	FALSE	35	0	5	30	
Wakened Dragon's Wrath Weapon (upgradeable)	"70,000"	35000		FTD	Yes	Platinum	No	Yes	Upgraded from Stirring	FALSE	65	0	5	60	
Wand of Polymorph	"80,000"	40000		DMG	Yes	Platinum	No	Yes		FALSE	45	0	5	40	
"Wand of the War Mage, +3"	"55,000"	27500		DMG	Yes	Platinum	Yes	Yes		FALSE	95	0	5	90	
"Weapon, +3"	"50,000"	25000		DMG	No	Platinum	Yes	Yes		FALSE	105	0	5	100	
Apparatus of Kwalish	-	-		DMG	No	Restricted	No	No	Crab is powerful	FALSE	0	0	0	0	
Axe of the Dwarvish Lords	-	-		DMG	Yes	Restricted	No	No	Artifact	FALSE	0	0	0	0	
Band of Loyalty	-	-		WGE	Yes	Restricted	No	No	NPC item	FALSE	0	0	0	0	
Belashyrra's Beholder Crown	-	-		ERLW	Yes	Restricted	No	No	Strong cursed item	FALSE	0	0	0	0	
Belt Of Giant Strength (Storm)	-	-		DMG	Yes	Restricted	No	No	Powerful loot	FALSE	0	0	0	0	
Berserker Axe	-	-		DMG	Yes	Restricted	No	No	Cursed item	FALSE	0	0	0	0	
Black Crystal Tablet	-	-		WDMM	Creature proficent in arcana	Restricted	No	No	Induces madness	FALSE	0	0	0	0	
Blackrazor	-	-		DMG	Yes	Restricted	No	No	Soul eating fuckery	FALSE	0	0	0	0	
Blod Stone	-	-		SKT	Yes	Restricted	No	No	Can be used by DMs for plot	FALSE	0	0	0	0	
Bobbing Lily Pad	-	-		WBtW	Yes	Restricted	No	No	Magical vehicle	FALSE	0	0	0	0	
Book of Exalted Deeds	-	-		DMG	Yes	Restricted	No	No	Artifact	FALSE	0	0	0	0	
Book of Vile Darkness	-	-		DMG	Yes	Restricted	No	No	Artifact	FALSE	0	0	0	0	
Coin of Decisionry	-	-		AI	No	Restricted	No	No	Joke item	FALSE	0	0	0	0	
Cubic Gate	-	-		DMG	No	Restricted	No	No	Allows changing planes easy	FALSE	0	0	0	0	
Demonomicon of Iggwilv	-	-		TCE	Yes	Restricted	No	No	Artifact	FALSE	0	0	0	0	
Devastation Orb	-	-		PotA	No	Restricted	No	No	Portable nuke	FALSE	0	0	0	0	
Draakhorn	-	-		RoT	No	Restricted	No	No	Artifact	FALSE	0	0	0	0	
Drown	-	-		PotA	Yes	Restricted	No	No	Makes devistation orbs	FALSE	0	0	0	0	
Efreeti Bottle	-	-		DMG	No	Restricted	No	No	Access to wish	FALSE	0	0	0	0	
Efreeti Chain	-	-		DMG	Yes	Restricted	No	No	Better than +3 armor	FALSE	0	0	0	0	
Flail of Tiamat	-	-		FTD	Yes	Restricted	No	No	Powerful weapon	FALSE	0	0	0	0	
Guild Keyrune	-	-		GGR	Yes	Restricted	No	No	Given by faction	FALSE	0	0	0	0	
Guild Signet	-	-		GGR	Yes	Restricted	No	No	Given by faction	FALSE	0	0	0	0	
Gurt's Greataxe	-	-		SKT	Yes	Restricted	No	No	Oversized weapon	FALSE	0	0	0	0	
Hag Eye	-	-		MM	No	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Hammer of Thunderbolts	-	-		DMG	No	Restricted	No	No	Powerful Item	FALSE	0	0	0	0	
Harkon's Bite	-	-		VRGR	Yes	Restricted	No	No	Cursed item (Lycanthropy)	FALSE	0	0	0	0	
Hazirawn	-	-		HotDQ	Yes	Restricted	No	No	Sentient non-setting specific item	FALSE	0	0	0	0	
Heartstone	-	-		MM	No	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Hellfire Weapon	-	-		BGDIA	No	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Helm Of Teleportation	-	-		DMG	Yes	Restricted	No	No	Teleportation magic	FALSE	0	0	0	0	
Helm Of The Scavenger	-	-		WDMM	Yes	Restricted	No	No	Item is the helm of a ship	FALSE	0	0	0	0	
Icon of Ravenloft	-	-		CoS	Yes	Restricted	No	No	Powerful item	FALSE	0	0	0	0	
Iggwilv's Cauldron	-	-		WBtW	Yes	Restricted	No	No	Artifact with punishing curse	FALSE	0	0	0	0	
Infernal Tack	-	-		MTF	Yes	Restricted	No	No	Complicated taming process	FALSE	0	0	0	0	
Iron Ball	-	-		IDRotF	No	Restricted	No	No	Setting Specific (Sports ball: Reference the game Chain Lightning)	FALSE	0	0	0	0	
Keg of Alchemist's Fire	1000	500		AAG	No	Restricted	No	No	"Strong Item, no weight. Suggest 50 lbs per one and make it something launched from catapults"	FALSE	0	0	0	0	
Keystone of Creation	-	-		AitFR-AVT	Yes	Restricted	No	No	Cool item for DM use	FALSE	0	0	0	0	
Luck Blade	-	-		DMG	Yes	Restricted	No	No	Wish spell	FALSE	0	0	0	0	
Master's Amulet	-	-		MM	No	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Matalatok	-	-		BGDIA	Yes	Restricted	No	No	Powerful legendary item	FALSE	0	0	0	0	
Medal of Muscle	-	-		CR:CotN	No	Restricted	No	No	Item appears in faction shop	FALSE	0	0	0	0	
Medal of the Conch	-	-		CR:CotN	No	Restricted	No	No	Item appears in faction shop	FALSE	0	0	0	0	
Medal of the Horizonback	-	-		CR:CotN	No	Restricted	No	No	Item appears in faction shop	FALSE	0	0	0	0	
Medal of the Maze	-	-		CR:CotN	No	Restricted	No	No	Item appears in faction shop	FALSE	0	0	0	0	
Medal of the Meat Pie	-	-		CR:CotN	No	Restricted	No	No	Item appears in faction shop	FALSE	0	0	0	0	
Medal of the Wetlands	-	-		CR:CotN	No	Restricted	No	No	Item appears in faction shop	FALSE	0	0	0	0	
Medal of Wit	-	-		CR:CotN	No	Restricted	No	No	Item appears in faction shop	FALSE	0	0	0	0	
Mighty Servant of Leuk-o	-	-		TCE	Yes	Restricted	No	No	Mech	FALSE	0	0	0	0	
Mind Blade	-	-		VGM	Yes	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Mind Carapace Armor	-	-		VGM	Yes	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Mind Lash	-	-		VGM	Yes	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Mirror of Life Trapping	-	-		DMG	No	Restricted	No	No	Not something players should own	FALSE	0	0	0	0	
Mirror of the Past	-	-		TFtyP	No	Restricted	No	No	Plot item	FALSE	0	0	0	0	
Moonblade	-	-		DMG	Yes	Restricted	No	No	Runes depend on masters served	FALSE	0	0	0	0	
Navigation Orb	-	-		SKT	Yes	Restricted	No	No	Controls a cloud castle	FALSE	0	0	0	0	
Nether Scroll of Azumar	-	-		CM	No	Restricted	No	No	"Gives you a stone golem, and increases int"	FALSE	0	0	0	0	
Nightfall Pearl	-	-		EGW	Yes	Restricted	No	No	"Not useful for players, but cool DM item"	FALSE	0	0	0	0	
Orb Of Dragonkind	-	-		DMG	Yes	Restricted	No	No	Curse is interesting for DMs	FALSE	0	0	0	0	
Orcus Figurine	-	-		CM	No	Restricted	No	No	DM item	FALSE	0	0	0	0	
Reincarnation Dust	-	-		EGW	No	Restricted	No	No	Brings people back without diamonds	FALSE	0	0	0	0	
Ring Of Three Wishes	-	-		DMG	No	Restricted	No	No	Grants wish spell	FALSE	0	0	0	0	
Rod of Absorption	-	-		DMG	Yes	Restricted	No	No	Powerful item	FALSE	0	0	0	0	
Rod of Resurrection	-	-		DMG	Yes	Restricted	No	No	Brings people back without diamond	FALSE	0	0	0	0	
Ruinstone	-	-		DC	No	Restricted	No	No	Can be used by DMs for plot	FALSE	0	0	0	0	
Scroll Of The Comet	-	-		IDRotF	No	Restricted	No	No	DM Plot device	FALSE	0	0	0	0	
Shield Of Far Sight	-	-		VGM	No	Restricted	No	No	Mindflayer item	FALSE	0	0	0	0	
Snickersnack	-	-		WBtW	Yes	Restricted	No	No	"Weird attunment, stronger vorpal sword"	FALSE	0	0	0	0	
Soul Bag	-	-		MM	No	Restricted	No	No	Monster specific item	FALSE	0	0	0	0	
Sphere of Annihilation	-	-		DMG	No	Restricted	No	No		FALSE	0	0	0	0	
Stone of Creation	-	-		AitFR-AVT	Yes	Restricted	No	No	DM Item	FALSE	0	0	0	0	
Sword of Answering	-	-		DMG	Yes	Restricted	No	No	9 exist	FALSE	0	0	0	0	
Sword of Kas	-	-		DMG	Yes	Restricted	No	No	"Artifact, should be purposfully placed"	FALSE	0	0	0	0	
Talisman of the Sphere	-	-		DMG	Yes	Restricted	No	No	Controls sphere of annihilation	FALSE	0	0	0	0	
Teleportation Tablet	-	-		CR:CotN	No	Restricted	No	No	Links to specific teleportation circles	FALSE	0	0	0	0	
Thermal Cube	-	-		ID	No	Restricted	No	No		FALSE	0	0	0	0	
Thessaltoxin Antidote	100	50		IMR	No	Restricted	No	Yes	Specific antidote	FALSE	0	0	0	0	
Tome of the Stilled Tongue	-	-		DMG	Yes	Restricted	No	No	5 of these exist	FALSE	0	0	0	0	
Wave	-	-		DMG	Yes	Restricted	No	No	Requires specific gods to be worshiped	FALSE	0	0	0	0	
Well Of Many Worlds	-	-		DMG	No	Restricted	No	No	Can be used by DMs for plot	FALSE	0	0	0	0	
Wheel of Wind and Water	-	-		ERLW	No	Restricted	No	No	Helm is the helm of a ship	FALSE	0	0	0	0	
Whelm	-	-		DMG	Yes	Restricted	No	No	"Strong artifact, should be purposefully placed by DM"	FALSE	0	0	0	0	
Acheron Blade	"2,500"	1250		EGW	Yes	Silver	Yes	Yes		TRUE	93	0	15	78	
Adamantine Armor	600	300	add armor cost	DMG	No	Silver	Yes	Yes		TRUE	113	0	15	98	
Alchemical Compendium	"1,000"	500		TCE	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Alchemy Jug	"6,000"	3000		DMG	No	Silver	Yes	Yes		TRUE	57	0	15	42	
Amber Runestone	750	375		NRH: LT	No	Silver	Yes	Yes		TRUE	112	0	15	97	
Ammunition +2 (20)	"2,000"	1000		DMG	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Amulet Of Protection From Turning	"5,000"	2500		TYP	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Arcane Propulsion Arm	"2,000"	1000		ERLW	Creature missing a hand or arm	Silver	Yes	Yes		TRUE	99	0	15	84	
Armor Of Resistance	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Arrow-Catching Shield	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Astral Shard	"9,000"	4500		TCE	Yes	Silver	Yes	Yes		TRUE	25	0	15	10	
Astromancy Archive	"2,000"	1000		TCE	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Atlas of Endless Horizons	"5,000"	2500		TCE	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Bag of Devouring	"1,000"	500		DMG	No	Silver	No	No	Cursed item	FALSE	109	0	15	94	
Bag Of Holding	"4,000"	2000		DMG	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Balance Of Harmony	"1,000"	500		TYP	No	Silver	Yes	Yes		TRUE	109	0	15	94	
"Barrier Tattoo (15+DEX, max of 17)"	"1,500"	750		TCE	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Battering Shield	"2,000"	1000		EGW	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Bead Of Force	960	480		DMG	No	Silver	Yes	Yes		TRUE	110	0	15	95	
Bell Branch	"1,500"	750		TCE	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Belt Of Dwarvenkind	"16,000"	8000		DMG	Yes	Gold	Yes	Yes		FALSE	95	0	10	85	
Bob	"2,000"	1000		ToA	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Bonecounter	"4,010"	2005		SDW	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Boots Of Elvenkind	"2,500"	1250		DMG	No	Silver	Yes	Yes		TRUE	93	0	15	78	
Boots Of Levitation	"4,000"	2000		DMG	Yes	Silver	Yes	Yes		TRUE	78	0	15	63	
Boots Of Speed	"4,000"	2000		DMG	Yes	Silver	Yes	Yes		TRUE	78	0	15	63	
Boots Of Striding And Springing	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Bracer Of Flying Daggers	"1,000"	500		WDH	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Bracers Of Defense	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Brooch Of Shielding	"7,500"	3750		DMG	Yes	Silver	Yes	Yes		TRUE	41	0	15	26	
Butchers Bib	"2,000"	1000		EGW	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Candle Mace	900	450		BGA	No	Silver	Yes	Yes		TRUE	110	0	15	95	
Cap Of Water Breathing	"1,000"	500		DMG	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Chime Of Opening	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Chromatic Rose	"2,000"	1000		WBW	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Circlet Of Blasting	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Circlet Of Human Perfection	"3,000"	1500		DMM	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Cloak Of Elvenkind	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Cloak Of Protection	"3,500"	1750		DMG	Yes	Silver	Yes	Yes		TRUE	83	0	15	68	
Cloak Of The Bat	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Cloak Of The Manta Ray	"6,000"	3000		DMG	No	Silver	Yes	Yes		TRUE	57	0	15	42	
Clockwork Amulet	"1,800"	900		XGE	No	Silver	Yes	Yes		TRUE	101	0	15	86	
Coiling Grasp Tattoo	"2,000"	1000		TCE	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
College Primer	"3,000"	1500		SCC	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Corpse Slayer	"6,000"	3000		EGW	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Crystal Blade	"5,000"	2500		FTD	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Dagger Of Blindsight	"2,000"	1000		DMM	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Dagger Of Venom	"2,500"	1250		DMG	No	Silver	Yes	Yes		TRUE	93	0	15	78	
Deck Of Illusions	"6,120"	3060		DMG	No	Silver	Yes	Yes		TRUE	55	0	15	40	
Devotee's Censer	"5,000"	2500		TCE	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Dimensional Shackles	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Docent	"2,000"	1000		EBR	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Dowsing Dagger	1200	600		XMtS	No	Silver	No	Yes		FALSE	107	0	15	92	
Dragon Sensing Longsword	"1,500"	750		PA	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Dragon Slayer (any sword)	"8,000"	4000		DMG	No	Silver	Yes	Yes		TRUE	36	0	15	21	
Dragon Thighbone Club	"8,000"	4000		SKT	Yes (or only usable by Giants or other Huge creatures)	Silver	Yes	Yes		TRUE	36	0	15	21	
Dragon Touched Focus (Slumbering - upgradeable)	"5,000"	2500		FTD	Yes	Silver	No	Yes		FALSE	67	0	15	52	
Dragon Vessel (Slumbering - upgradeable)	"3,000"	1500		FTD	Yes	Silver	No	Yes		FALSE	88	0	15	73	
Dragon Wing Bow	"5,000"	2500		FTD	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Dragon's Wrath Weapon (Slumbering - upgradeable)	"1,400"	700		FTD	Yes	Silver	No	Yes		FALSE	105	0	15	90	
Dragongleam	"1,000"	500		HDQ	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Dragonhide Belt +1	"6,000"	3000		FTD	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Driftglobe	750	375		DMG	No	Silver	Yes	Yes		TRUE	112	0	15	97	
Duplicitous Manuscript	"1,500"	750		TCE	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Dust Of Disappearance	600	300		DMG	No	Silver	Yes	Yes		TRUE	113	0	15	98	
Dust of Sneezing and Choking	"1,000"	500		DMG	No	Silver	No	No	Cursed item	FALSE	109	0	15	94	
Earworm	"8,000"	4000		EBR	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Eldritch Claw Tattoo	"2,000"	1000		TCE	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Elemental Essence Shard	"1,000"	500		TCE	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Elven Chain	"4,000"	2000		DMG	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Eversmoking Bottle	"1,000"	500		DMG	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Eyes Of Charming	"3,000"	1500		DMG	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Eyes Of Minute Seeing	"2,500"	1250		DMG	No	Silver	Yes	Yes		TRUE	93	0	15	78	
Eyes Of The Eagle	"2,500"	1250		DMG	Yes	Silver	Yes	Yes		TRUE	93	0	15	78	
Faerie Dust	"1,000"	500		SKT	No	Silver	No	No	Weird effects	FALSE	109	0	15	94	
Failed Experiment Wand	"6,000"	3000		AI	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Falkir's Helm of Pigheadedness	"1,000"	500		WDMM	No	Silver	No	No	Cursed item	FALSE	109	0	15	94	
Far Realm Shard	"2,000"	1000		TCE	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Feather Of Diatryma Summoning	"2,000"	1000		WDH	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Feather Token (Feather Fall)	600	300		EBR	No	Silver	Yes	Yes		TRUE	113	0	15	98	
Feywild Shard	"5,000"	2500		TCE	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Figurine of Wondrous Power (Bronze Griffon)	"8,000"	4000		DMG	No	Silver	Yes	Yes		TRUE	36	0	15	21	
Figurine of Wondrous Power (Ebony Fly)	"6,000"	3000		DMG	No	Silver	Yes	Yes		TRUE	57	0	15	42	
Figurine of Wondrous Power (Marble Elephant)	"6,000"	3000		DMG	No	Silver	Yes	Yes		TRUE	57	0	15	42	
Figurine of Wondrous Power (Onyx Dog)	"3,000"	1500		DMG	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Figurine of Wondrous Power (Serpentine Owl)	"8,000"	4000		DMG	No	Silver	Yes	Yes		TRUE	36	0	15	21	
Figurine of Wondrous Power (Silver Raven)	"5,000"	2500		DMG	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Flame Tongue	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Flame Tongue Shortsword of Greed	"6,000"	3000		TYP	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Flying Chariot	"3,000"	1500		MOoT	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Fulminating Treatise	"5,000"	2500		TCE	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Gauntlets Of Flaming Fury	"5,000"	2500		BGA	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Gem Of Brightness	"5,000"	2500		DMG	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Ghost Lantern	"1,000"	500		TA	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Giant Slayer (any sword or axe)	"7,000"	3500		DMG	No	Silver	Yes	Yes		TRUE	46	0	15	31	
Glamerweave (Uncommon)	"2,000"	1000		EBR	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Glamoured Studded Leather	"10,000"	5000		DMG	No	Gold	Yes	Yes		FALSE	110	0	10	100	
Gloves Of Missile Snaring	"3,000"	1500		DMG	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Gloves Of Swimming And Climbing	"2,000"	1000		DMG	Yes	Silver	Yes	Yes		TRUE	99	0	15	84	
Gloves Of Thievery	"5,000"	2500		DMG	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Gnomengard Grenade	"3,500"	1750		DC	No	Silver	Yes	Yes		TRUE	83	0	15	68	
Goggles Of Night	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Green Copper Ewer	"2,000"	1000		CoS	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Guardian Emblem	"1,500"	750		TCE	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Gulthias Staff	"1,500"	750		CS	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Hat Of Disguise	"5,000"	2500		DMG	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Heart Weaver's Primer	"2,500"	1250		TCE	Yes	Silver	Yes	Yes		TRUE	93	0	15	78	
Helm Of Underwater Action	"6,000"	3000		GoS	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Hew	"3,000"	1500		LMP	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Heward's Handy Haversack	"2,000"	1000		DMG	No	Silver	Yes	Yes		TRUE	99	0	15	84	
Hook of Fisher's Delight	750	375		IDRotF	No	Silver	Yes	Yes		TRUE	112	0	15	97	
Horseshoes Of Speed	"5,000"	2500		DMG	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Immovable Rod	"5,000"	2500		DMG	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Insignia Of Claws	"1,000"	500		HDQ	No	Silver	Yes	Yes		TRUE	109	0	15	94	
Ioun Stone (Protection)	"1,200"	600		DMG	Yes	Silver	Yes	Yes		TRUE	107	0	15	92	
Ioun Stone (Reserve)	"6,000"	3000		DMG	Yes	Silver	Yes	Yes		TRUE	57	0	15	42	
Ioun Stone (Sustenance)	"1,000"	500		DMG	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Ioun Stone Of Historical Knowledge	"1,500"	750		LLK	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Ioun Stone Of Language Knowledge	"1,000"	500		LLK	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Ioun Stone Of Natural Knowledge	"1,500"	750		LLK	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Ioun Stone Of Religious Knowledge	"1,500"	750		LLK	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Ioun Stone Of Self Preservation	"1,000"	500		LLK	Yes	Silver	Yes	Yes		TRUE	109	0	15	94	
Ioun Stone Of Supreme Intellect	750	375		LLK	Yes	Silver	Yes	Yes		TRUE	112	0	15	97	
Iron Bands Of Bilarro (AKA Iron Bands Of Binding)	"4,000"	2000		DMG	No	Silver	Yes	Yes		TRUE	78	0	15	63	
Jade Serpent Staff	"3,000"	1500		DMM	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Javelin Of Lightning	"1,500"	750		DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Knave's Eye Patch	750	375		WDH	Yes	Silver	Yes	Yes		TRUE	112	0	15	97	
Lantern Of Revealing	"5,000"	2500		DMG	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Libram of Souls and Flesh	"1,500"	750		TCE	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Lightbringer	"3,000"	1500		LMP	No	Silver	Yes	Yes		TRUE	88	0	15	73	
Living Gloves	"3,000"	1500		ERLW	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
Lorehold Primer	"8,000"	4000		SCC	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Lyre of Building	"5,000"	2500		TCE	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Mace Of Disruption	"8,000"	4000		DMG	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Mace Of Smiting	"7,000"	3500		DMG	No	Silver	Yes	Yes		TRUE	46	0	15	31	
Mace Of Terror	"8,000"	4000		DMG	Yes	Silver	Yes	Yes		TRUE	36	0	15	21	
Macuahuitl	"5,000"	2500		TftyP	No	Silver	Yes	Yes		TRUE	67	0	15	52	
Mariner's Armor	"1,500"	750	add armor cost	DMG	No	Silver	Yes	Yes		TRUE	104	0	15	89	
Medallion Of Thoughts	"3,000"	1500		DMG	Yes	Silver	Yes	Yes		TRUE	88	0	15	73	
"Mithral Armor (medium or heavy, not hide)"	800	400	add armor cost	DMG	No	Silver	Yes	Yes		TRUE	111	0	15	96	
Mizzium Apparatus	"5,000"	2500		GGR	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Molten Bronze Skin	"7,000"	3500		MOoT	Yes	Silver	Yes	Yes		TRUE	46	0	15	31	
Moon-Touched Sword	900	450		XGE	No	Silver	Yes	Yes		TRUE	110	0	15	95	
Nature's Mantle	"5,000"	2500		TCE	Yes	Silver	Yes	Yes		TRUE	67	0	15	52	
Necklace Of Adaptation	"1,500"	750		DMG	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Necklace of Fireballs	"8,000"	4000		DMG	No	Silver	Yes	Yes		TRUE	36	0	15	21	
Needle of Mending	"1,500"	750		EGW	Yes	Silver	Yes	Yes		TRUE	104	0	15	89	
Night Caller	"2,500"	1250		TYP	No	Silver	Yes	Yes		TRUE	93	0	15	78	
Oil Of Etherealness	"1,920"	960		DMG	No	Silver	Yes	Yes		TRUE	100	0	15	85	
Opal Of The Ild Rune	"6,500"	3250		SKT	Yes	Silver	Yes	Yes		TRUE	51	0	15	36	
Orb Of The Stein Rune	"9,000"	4500		SKT	Yes	Silver	Yes	Yes		TRUE	25	0	15	10	
Outer Essence Shard	"9,000"	4500		TCE	Yes	Silver	Yes	Yes		TRUE	25	0	15	10	
